Match date,Tournament,Home team,Home team corners,Away team corners,Away team,Home team corners kicked,Home team corners average,Corners >5 home team,Away team corners concieved,Corners >5 concieved away team,Away team corners concieved average,Corners difference,Corners >5 against home team,label
2013-10-06,PrimD,Getafe,5,10,Real Betis,57,6,5,84,9,8,-27,,>=5
2013-09-06,PrimD,Athletic Bilbao,8,4,Real Betis,62,6,7,84,9,8,-22,,>=5
2013-09-01,PrimD,Espanyol,7,7,Real Betis,66,7,7,87,9,9,-21,,>=5
2013-08-08,PrimD,Real Madrid,5,7,Real Betis,64,6,6,90,10,9,-26,,>=5
2013-06-01,PrimD,Levante,7,5,Real Betis,58,6,7,89,10,9,-31,,>=5
2013-05-05,PrimD,Barcelona,7,0,Real Betis,63,6,6,86,9,9,-23,,>=5
2013-05-01,PrimD,Mallorca,6,5,Real Betis,90,9,8,92,9,9,-2,,>=5
2013-04-05,PrimD,Granada,17,2,Real Betis,55,6,4,78,8,8,-23,,>=5
2013-04-01,PrimD,Real Madrid,7,5,Real Betis,66,7,4,82,8,8,-16,,>=5
2013-03-06,PrimD,Valencia,9,4,Real Betis,52,5,5,77,7,8,-25,,>=5
2013-03-03,PrimD,Real Sociedad,11,5,Real Betis,81,8,7,72,7,7,9,,>=5
2013-02-07,PrimD,Espanyol,8,5,Real Betis,61,6,6,69,6,7,-8,,>=5
2013-02-03,PrimD,Atletico Madrid,10,3,Real Betis,66,7,7,70,6,7,-4,,>=5
2013-01-07,PrimD,Rayo Vallecano,8,5,Real Betis,66,7,6,66,5,7,0,,>=5
2013-01-04,PrimD,Real Zaragoza,6,2,Real Betis,41,4,3,69,5,7,-28,,>=5
2012-12-07,PrimD,Celta Vigo,4,3,Real Betis,,,,69,5,7,,,<5
2012-12-02,PrimD,D Coruna,12,5,Real Betis,71,7,7,66,5,7,5,,>=5
2012-11-08,PrimD,Sevilla,3,3,Real Betis,78,8,7,70,6,7,8,,<5
2012-11-05,PrimD,Getafe,11,3,Real Betis,52,5,3,61,5,6,-9,,>=5
2012-10-01,PrimD,Osasuna,4,3,Real Betis,57,6,3,65,6,7,-8,,<5
2012-09-09,PrimD,Malaga,6,6,Real Betis,81,8,7,63,5,6,18,,>=5
2012-09-07,PrimD,Valladolid,5,3,Real Betis,,,,66,6,7,,,>=5
2012-08-09,PrimD,Athletic Bilbao,11,4,Real Betis,63,6,5,60,5,6,3,,>=5
2012-05-05,PrimD,Sporting Gijon,4,4,Real Betis,59,6,6,69,6,7,-10,,<5
2012-05-02,PrimD,Sevilla,9,4,Real Betis,67,7,8,65,5,7,2,,>=5
2012-04-02,PrimD,Valencia,4,2,Real Betis,69,7,5,64,5,6,5,,<5
2012-04-01,PrimD,Real Sociedad,9,5,Real Betis,60,6,4,60,4,6,0,,>=5
2012-03-07,PrimD,Rayo Vallecano,7,3,Real Betis,,,,55,3,6,,,>=5
2012-03-05,PrimD,Levante,2,7,Real Betis,67,7,6,61,4,6,6,,<5
2012-03-01,PrimD,Malaga,8,1,Real Betis,61,6,5,62,4,6,-1,,>=5
2012-02-04,PrimD,Mallorca,4,3,Real Betis,64,6,6,60,4,6,4,,<5
2012-02-01,PrimD,Real Zaragoza,8,3,Real Betis,49,5,3,60,4,6,-11,,>=5
2012-01-05,PrimD,Barcelona,5,3,Real Betis,82,8,8,,,,,,>=5
2011-12-08,PrimD,Atletico Madrid,13,5,Real Betis,76,8,8,,,,,,>=5
2011-12-04,PrimD,Osasuna,5,11,Real Betis,65,7,7,,,,,,>=5
2011-11-09,PrimD,Villarreal,3,5,Real Betis,51,5,2,,,,,,<5
2011-10-07,PrimD,Espanyol,5,8,Real Betis,60,6,7,,,,,,>=5
2011-10-05,PrimD,Real Madrid,2,0,Real Betis,84,8,8,,,,,,<5
2011-10-01,PrimD,Racing Santande,8,7,Real Betis,43,4,2,,,,,,>=5
2011-09-08,PrimD,Athletic Bilbao,9,2,Real Betis,77,8,7,,,,,,>=5
2011-09-06,PrimD,Getafe,2,4,Real Betis,67,7,7,,,,,,<5
2011-08-07,PrimD,Granada,8,5,Real Betis,,,,,,,,,>=5
2019-10-01,PrimD,CD Alaves,4,6,Celta Vigo,42,4,2,59,5,6,-17,0,<5
2019-09-09,PrimD,Eibar,6,5,Celta Vigo,56,6,4,57,4,6,-1,2,>=5
2019-09-01,PrimD,Atletico Madrid,13,3,Celta Vigo,38,4,2,47,3,5,-9,1,>=5
2019-08-01,PrimD,Sevilla,9,1,Celta Vigo,54,5,3,45,3,5,9,1,>=5
2019-05-02,PrimD,Athletic Bilbao,3,3,Celta Vigo,53,5,6,49,4,5,4,2,<5
2019-04-07,PrimD,Leganes,4,6,Celta Vigo,37,4,2,51,5,5,-14,,<5
2019-04-04,PrimD,Espanyol,2,4,Celta Vigo,48,5,4,53,5,5,-5,0,<5
2019-04-03,PrimD,SD Huesca,5,0,Celta Vigo,64,6,5,54,6,5,10,,>=5
2019-04-03,PrimD,Atletico Madrid,1,2,Celta Vigo,49,5,2,57,6,6,-8,1,<5
2019-03-06,PrimD,Real Madrid,9,2,Celta Vigo,72,7,7,56,6,6,16,2,>=5
2019-03-03,PrimD,Eibar,7,0,Celta Vigo,77,8,7,52,5,5,25,1,>=5
2019-02-09,PrimD,Getafe,4,3,Celta Vigo,46,5,3,48,5,5,-2,1,<5
2019-02-03,PrimD,CD Alaves,3,4,Celta Vigo,41,4,2,52,6,5,-11,,<5
2019-01-07,PrimD,Valladolid,7,5,Celta Vigo,67,7,8,49,5,5,18,,>=5
2019-01-01,PrimD,Rayo Vallecano,7,5,Celta Vigo,43,4,3,47,4,5,-4,1,>=5
2018-12-08,PrimD,Villarreal,6,1,Celta Vigo,58,6,5,49,4,5,9,1,>=5
2018-12-02,PrimD,Barcelona,4,6,Celta Vigo,68,7,6,49,4,5,19,1,<5
2018-11-06,PrimD,Real Sociedad,6,2,Celta Vigo,51,5,5,49,4,5,2,2,>=5
2018-11-04,PrimD,Real Betis,4,4,Celta Vigo,58,6,6,50,4,5,8,1,<5
2018-10-07,PrimD,Sevilla,8,8,Celta Vigo,62,6,6,48,4,5,14,0,>=5
2018-09-07,PrimD,Girona,3,1,Celta Vigo,55,6,5,47,4,5,8,,<5
2018-09-06,PrimD,Valencia,0,2,Celta Vigo,63,6,6,53,5,5,10,2,<5
2018-08-07,PrimD,Levante,7,7,Celta Vigo,42,4,2,54,5,5,-12,1,>=5
2018-05-02,PrimD,Real Madrid,4,2,Celta Vigo,84,8,8,60,6,6,24,3,<5
2018-04-08,PrimD,Villarreal,5,7,Celta Vigo,60,6,6,58,6,6,2,1,>=5
2018-04-04,PrimD,Leganes,8,3,Celta Vigo,49,5,4,54,5,5,-5,,>=5
2018-03-01,PrimD,Athletic Bilbao,4,5,Celta Vigo,51,5,5,51,5,5,0,3,<5
2018-03-01,PrimD,Atletico Madrid,6,4,Celta Vigo,57,6,3,49,4,5,8,1,>=5
2018-02-09,PrimD,Getafe,5,5,Celta Vigo,59,6,4,58,5,6,1,2,>=5
2018-02-07,PrimD,Girona,6,4,Celta Vigo,49,5,5,55,4,6,-6,,>=5
2018-02-03,PrimD,CD Alaves,2,1,Celta Vigo,43,4,2,57,4,6,-14,,<5
2018-01-04,PrimD,Levante,6,2,Celta Vigo,55,6,6,55,3,6,0,0,>=5
2018-01-01,PrimD,Real Sociedad,8,3,Celta Vigo,76,8,6,49,2,5,27,1,>=5
2017-12-09,PrimD,Valencia,10,2,Celta Vigo,61,6,4,43,1,4,18,2,>=5
2017-12-03,PrimD,D Coruna,3,1,Celta Vigo,56,6,3,45,1,5,11,0,<5
2017-12-02,PrimD,Barcelona,4,1,Celta Vigo,66,7,6,47,2,5,19,2,<5
2017-11-08,PrimD,Sevilla,1,2,Celta Vigo,63,6,5,54,3,5,9,0,<5
2017-10-09,PrimD,Malaga,4,1,Celta Vigo,45,5,4,53,3,5,-8,0,<5
2017-10-06,PrimD,Las Palmas,14,3,Celta Vigo,48,5,4,49,3,5,-1,,>=5
2017-09-08,PrimD,Espanyol,3,5,Celta Vigo,55,6,3,53,4,5,2,1,<5
2017-09-04,PrimD,Eibar,4,4,Celta Vigo,53,5,4,52,4,5,1,1,<5
2017-08-05,PrimD,Real Betis,4,6,Celta Vigo,48,5,2,56,5,6,-8,2,<5
2017-05-07,PrimD,Malaga,2,1,Celta Vigo,67,7,7,58,5,6,9,0,<5
2017-05-04,PrimD,CD Alaves,4,4,Celta Vigo,42,4,2,63,6,6,-21,,<5
2017-04-07,PrimD,Sevilla,5,1,Celta Vigo,55,6,5,62,6,6,-7,1,>=5
2017-04-06,PrimD,Valencia,6,2,Celta Vigo,39,4,3,63,6,6,-24,2,>=5
2017-04-06,PrimD,Granada,8,1,Celta Vigo,40,4,2,58,5,6,-18,2,>=5
2017-03-09,PrimD,D Coruna,3,1,Celta Vigo,65,7,6,63,6,6,2,1,<5
2017-03-04,PrimD,Barcelona,10,1,Celta Vigo,74,7,6,56,5,6,18,1,>=5
2017-02-06,PrimD,Sporting Gijon,7,5,Celta Vigo,43,4,2,53,4,5,-10,,>=5
2017-02-02,PrimD,Atletico Madrid,3,3,Celta Vigo,87,9,8,57,5,6,30,2,<5
2017-01-08,PrimD,Leganes,8,0,Celta Vigo,,,,53,4,5,,,>=5
2017-01-02,PrimD,Real Sociedad,4,3,Celta Vigo,62,6,5,56,5,6,6,2,<5
2016-12-09,PrimD,Athletic Bilbao,9,7,Celta Vigo,66,7,7,49,4,5,17,2,>=5
2016-12-04,PrimD,Real Betis,4,3,Celta Vigo,56,6,5,52,5,5,4,2,<5
2016-11-09,PrimD,Eibar,7,0,Celta Vigo,53,5,3,55,5,6,-2,,>=5
2016-10-06,PrimD,Villarreal,3,5,Celta Vigo,47,5,3,56,5,6,-9,2,<5
2016-10-01,PrimD,Las Palmas,8,1,Celta Vigo,42,4,4,52,4,5,-10,,>=5
2016-09-08,PrimD,Osasuna,3,5,Celta Vigo,67,7,5,50,4,5,17,,<5
2016-09-05,PrimD,Espanyol,4,7,Celta Vigo,45,5,3,53,5,5,-8,1,<5
2016-08-07,PrimD,Real Madrid,7,2,Celta Vigo,59,6,4,51,4,5,8,3,>=5
2016-05-04,PrimD,Atletico Madrid,4,4,Celta Vigo,78,8,6,54,5,5,24,3,<5
2016-05-01,PrimD,Athletic Bilbao,7,2,Celta Vigo,59,6,5,55,5,6,4,2,>=5
2016-04-09,PrimD,Espanyol,2,2,Celta Vigo,51,5,5,62,6,6,-11,2,<5
2016-04-01,PrimD,Sporting Gijon,7,7,Celta Vigo,52,5,4,57,5,6,-5,,>=5
2016-03-05,PrimD,Real Madrid,10,5,Celta Vigo,63,6,4,54,5,5,9,3,>=5
2016-03-01,PrimD,Valencia,4,5,Celta Vigo,50,5,5,58,6,6,-8,3,<5
2016-02-07,PrimD,Getafe,4,5,Celta Vigo,56,6,4,58,6,6,-2,3,<5
2016-02-04,PrimD,Barcelona,1,1,Celta Vigo,58,6,8,58,6,6,0,1,<5
2016-01-03,PrimD,Rayo Vallecano,7,1,Celta Vigo,61,6,7,55,5,6,6,1,>=5
2016-01-02,PrimD,Malaga,5,2,Celta Vigo,65,7,8,57,6,6,8,0,>=5
2016-01-01,PrimD,Las Palmas,7,3,Celta Vigo,,,,53,5,5,,,>=5
2015-12-05,PrimD,Real Betis,8,0,Celta Vigo,55,6,6,46,4,5,9,,>=5
2015-12-01,PrimD,Granada,9,3,Celta Vigo,43,4,3,38,3,4,5,1,>=5
2015-11-01,PrimD,D Coruna,2,10,Celta Vigo,47,5,2,39,3,4,8,,<5
2015-10-08,PrimD,Villarreal,7,4,Celta Vigo,56,6,5,35,2,4,21,,>=5
2015-10-01,PrimD,Real Sociedad,8,7,Celta Vigo,53,5,5,29,1,3,24,2,>=5
2015-09-06,PrimD,Eibar,4,4,Celta Vigo,47,5,2,29,1,3,18,,<5
2015-09-01,PrimD,Sevilla,1,2,Celta Vigo,59,6,4,37,2,4,22,1,<5
2015-08-03,PrimD,Levante,4,6,Celta Vigo,50,5,4,39,3,4,11,1,<5
2015-05-07,PrimD,Valencia,7,7,Celta Vigo,51,5,4,33,2,3,18,,>=5
2015-05-04,PrimD,Almeria,3,6,Celta Vigo,46,5,3,38,3,4,8,,<5
2015-04-09,PrimD,Eibar,1,9,Celta Vigo,44,4,3,38,3,4,6,,<5
2015-04-08,PrimD,Granada,1,5,Celta Vigo,65,7,6,39,3,4,26,,<5
2015-03-08,PrimD,Villarreal,3,2,Celta Vigo,74,7,8,45,4,5,29,,<5
2015-03-01,PrimD,Levante,3,2,Celta Vigo,42,4,3,51,5,5,-9,,<5
2015-02-07,PrimD,Real Sociedad,2,6,Celta Vigo,60,6,6,49,5,5,11,,<5
2015-02-01,PrimD,D Coruna,4,3,Celta Vigo,50,5,4,51,6,5,-1,,<5
2015-01-07,PrimD,Espanyol,9,1,Celta Vigo,59,6,6,43,5,4,16,,>=5
2015-01-06,PrimD,Getafe,6,2,Celta Vigo,48,5,5,46,5,5,2,,>=5
2015-01-03,PrimD,Sevilla,1,8,Celta Vigo,70,7,8,57,6,6,13,,<5
2014-12-06,PrimD,Real Madrid,8,7,Celta Vigo,69,7,7,50,5,5,19,,>=5
2014-12-03,PrimD,Malaga,1,9,Celta Vigo,70,7,5,55,6,6,15,,<5
2014-11-03,PrimD,Rayo Vallecano,2,9,Celta Vigo,49,5,4,57,6,6,-8,,<5
2014-11-01,PrimD,Barcelona,9,5,Celta Vigo,63,6,4,52,5,5,11,,>=5
2014-10-08,PrimD,Athletic Bilbao,9,2,Celta Vigo,57,6,6,46,4,5,11,,>=5
2014-09-06,PrimD,Elche,0,4,Celta Vigo,63,6,8,55,5,6,8,,<5
2014-09-01,PrimD,Atletico Madrid,6,3,Celta Vigo,76,8,8,52,4,5,24,,>=5
2014-08-01,PrimD,Cordoba,1,6,Celta Vigo,,,,63,5,6,,,<5
2014-05-07,PrimD,Valencia,9,2,Celta Vigo,77,8,9,63,5,6,14,,>=5
2014-05-03,PrimD,Osasuna,12,6,Celta Vigo,46,5,3,58,5,6,-12,,>=5
2014-04-05,PrimD,Rayo Vallecano,1,7,Celta Vigo,66,7,7,64,6,6,2,,<5
2014-04-01,PrimD,Almeria,6,1,Celta Vigo,51,5,4,68,6,7,-17,,>=5
2014-03-06,PrimD,Barcelona,4,6,Celta Vigo,76,8,6,69,6,7,7,,<5
2014-03-05,PrimD,Levante,4,8,Celta Vigo,37,4,1,78,7,8,-41,,<5
2014-03-01,PrimD,Elche,3,12,Celta Vigo,62,6,5,79,7,8,-17,,<5
2014-02-05,PrimD,Villarreal,9,2,Celta Vigo,71,7,7,81,7,8,-10,,>=5
2014-01-08,PrimD,Espanyol,3,8,Celta Vigo,56,6,4,90,8,9,-34,,<5
2014-01-06,PrimD,Real Madrid,12,9,Celta Vigo,55,6,4,81,7,8,-26,,>=5
2014-01-01,PrimD,Granada,9,4,Celta Vigo,64,6,5,75,6,8,-11,,>=5
2013-12-06,PrimD,Valladolid,7,5,Celta Vigo,58,6,5,77,6,8,-19,,>=5
2013-11-03,PrimD,Real Sociedad,7,3,Celta Vigo,68,7,6,79,6,8,-11,,>=5
2013-11-02,PrimD,Sevilla,10,5,Celta Vigo,71,7,6,78,6,8,-7,,>=5
2013-10-06,PrimD,Malaga,5,6,Celta Vigo,44,4,2,74,6,7,-30,,>=5
2013-10-06,PrimD,Atletico Madrid,13,0,Celta Vigo,63,6,7,69,6,7,-6,,>=5
2013-09-06,PrimD,Athletic Bilbao,4,2,Celta Vigo,62,6,7,77,7,8,-15,,<5
2013-09-06,PrimD,Getafe,11,5,Celta Vigo,54,5,5,71,6,7,-17,,>=5
2013-08-05,PrimD,Real Betis,12,8,Celta Vigo,54,5,5,65,6,7,-11,,>=5
2013-05-08,PrimD,Valladolid,3,3,Celta Vigo,57,6,6,69,7,7,-12,,<5
2013-05-02,PrimD,Real Betis,3,3,Celta Vigo,59,6,6,72,8,7,-13,,<5
2013-04-07,PrimD,Levante,9,4,Celta Vigo,55,6,6,71,8,7,-16,,>=5
2013-04-05,PrimD,Mallorca,9,1,Celta Vigo,90,9,9,66,7,7,24,,>=5
2013-03-05,PrimD,D Coruna,9,3,Celta Vigo,72,7,6,66,7,7,6,,>=5
2013-03-04,PrimD,Sevilla,1,3,Celta Vigo,83,8,8,76,8,8,7,,<5
2013-02-06,PrimD,Getafe,8,3,Celta Vigo,60,6,3,76,8,8,-16,,>=5
2013-02-02,PrimD,Osasuna,12,9,Celta Vigo,80,8,7,67,7,7,13,,>=5
2013-01-09,PrimD,Malaga,5,4,Celta Vigo,66,7,7,69,8,7,-3,,>=5
2013-01-02,PrimD,Espanyol,6,8,Celta Vigo,52,5,4,,,,,,>=5
2012-12-09,PrimD,Athletic Bilbao,7,6,Celta Vigo,78,8,8,,,,,,>=5
2012-12-01,PrimD,Atletico Madrid,6,4,Celta Vigo,70,7,9,,,,,,>=5
2012-11-06,PrimD,Real Zaragoza,8,3,Celta Vigo,42,4,3,,,,,,>=5
2012-11-03,PrimD,Barcelona,4,5,Celta Vigo,83,8,6,,,,,,<5
2012-11-01,PrimD,Rayo Vallecano,9,2,Celta Vigo,73,7,7,,,,,,>=5
2012-10-01,PrimD,Real Madrid,11,5,Celta Vigo,86,9,8,,,,,,>=5
2012-09-05,PrimD,Valencia,8,11,Celta Vigo,75,8,5,,,,,,>=5
2012-09-01,PrimD,Granada,3,8,Celta Vigo,60,6,5,,,,,,<5
2012-08-05,PrimD,Real Sociedad,7,7,Celta Vigo,55,6,4,,,,,,>=5
2019-05-08,PrimD,Celta Vigo,3,5,Rayo Vallecano,58,6,3,55,5,6,3,1,<5
2019-05-04,PrimD,Levante,6,7,Rayo Vallecano,74,7,7,51,4,5,23,2,>=5
2019-04-05,PrimD,Sevilla,5,4,Rayo Vallecano,62,6,4,50,4,5,12,1,>=5
2019-04-04,PrimD,Athletic Bilbao,3,6,Rayo Vallecano,55,6,6,53,5,5,2,2,<5
2019-04-03,PrimD,Eibar,2,6,Rayo Vallecano,75,8,6,57,6,6,18,,<5
2019-03-09,PrimD,Barcelona,10,4,Rayo Vallecano,58,6,3,55,6,6,3,2,>=5
2019-03-07,PrimD,Villarreal,5,5,Rayo Vallecano,54,5,6,58,7,6,-4,1,>=5
2019-02-09,PrimD,Espanyol,6,2,Rayo Vallecano,51,5,4,57,6,6,-6,1,>=5
2019-02-03,PrimD,Getafe,2,2,Rayo Vallecano,50,5,4,55,6,6,-5,2,<5
2019-01-08,PrimD,CD Alaves,7,4,Rayo Vallecano,36,4,1,53,5,5,-17,,>=5
2019-01-05,PrimD,Valladolid,9,6,Rayo Vallecano,62,6,7,50,5,5,12,,>=5
2018-12-09,PrimD,Real Betis,2,9,Rayo Vallecano,56,6,5,56,6,6,0,3,<5
2018-12-05,PrimD,Real Madrid,4,4,Rayo Vallecano,83,8,7,60,7,6,23,1,<5
2018-11-04,PrimD,Valencia,6,5,Rayo Vallecano,62,6,5,59,6,6,3,2,>=5
2018-10-06,PrimD,Leganes,6,4,Rayo Vallecano,60,6,6,60,6,6,0,,>=5
2018-09-05,PrimD,Real Sociedad,8,5,Rayo Vallecano,59,6,6,57,5,6,2,1,>=5
2018-08-05,PrimD,Atletico Madrid,8,5,Rayo Vallecano,62,6,6,59,5,6,3,2,>=5
2016-05-08,PrimD,Real Sociedad,5,11,Rayo Vallecano,72,7,7,59,5,6,13,2,>=5
2016-04-01,PrimD,Athletic Bilbao,0,5,Rayo Vallecano,61,6,5,61,5,6,0,3,<5
2016-04-01,PrimD,Atletico Madrid,5,7,Rayo Vallecano,77,8,7,63,6,6,14,2,>=5
2016-03-09,PrimD,Granada,6,11,Rayo Vallecano,42,4,3,63,6,6,-21,1,>=5
2016-03-07,PrimD,Espanyol,8,3,Rayo Vallecano,48,5,4,60,5,6,-12,1,>=5
2016-02-07,PrimD,Real Betis,8,8,Rayo Vallecano,53,5,5,55,4,6,-2,,>=5
2016-01-09,PrimD,Levante,5,5,Rayo Vallecano,57,6,5,55,4,6,2,3,>=5
2016-01-07,PrimD,Valencia,7,9,Rayo Vallecano,50,5,4,52,3,5,-2,1,>=5
2015-12-06,PrimD,Villarreal,5,4,Rayo Vallecano,55,6,5,50,3,5,5,1,>=5
2015-12-01,PrimD,Real Madrid,10,4,Rayo Vallecano,96,10,9,44,2,4,52,0,>=5
2015-11-03,PrimD,Getafe,5,7,Rayo Vallecano,53,5,3,50,3,5,3,3,>=5
2015-11-01,PrimD,Eibar,2,6,Rayo Vallecano,39,4,1,56,4,6,-17,,<5
2015-10-07,PrimD,Barcelona,7,10,Rayo Vallecano,71,7,5,55,4,6,16,2,>=5
2015-09-06,PrimD,Sevilla,6,5,Rayo Vallecano,56,6,4,57,4,6,-1,1,>=5
2015-08-09,PrimD,Celta Vigo,5,4,Rayo Vallecano,53,5,4,58,5,6,-5,2,>=5
2015-05-03,PrimD,Espanyol,3,0,Rayo Vallecano,54,5,5,59,5,6,-5,1,<5
2015-04-06,PrimD,Sevilla,5,8,Rayo Vallecano,51,5,4,57,5,6,-6,1,>=5
2015-04-03,PrimD,Eibar,4,4,Rayo Vallecano,47,5,4,59,6,6,-12,,<5
2015-04-01,PrimD,Celta Vigo,3,4,Rayo Vallecano,98,10,10,67,7,7,31,,<5
2015-03-08,PrimD,Barcelona,4,1,Rayo Vallecano,68,7,6,68,7,7,0,2,<5
2015-02-02,PrimD,Athletic Bilbao,11,3,Rayo Vallecano,70,7,6,64,7,6,6,3,>=5
2015-01-07,PrimD,Real Sociedad,8,4,Rayo Vallecano,68,7,7,58,6,6,10,1,>=5
2015-01-04,PrimD,Getafe,6,4,Rayo Vallecano,46,5,4,56,5,6,-10,3,>=5
2015-01-04,PrimD,Atletico Madrid,8,5,Rayo Vallecano,66,7,5,52,4,5,14,1,>=5
2014-12-03,PrimD,Valencia,6,2,Rayo Vallecano,53,5,5,49,3,5,4,1,>=5
2014-11-08,PrimD,Real Madrid,4,6,Rayo Vallecano,69,7,7,57,4,6,12,1,<5
2014-10-07,PrimD,Granada,3,6,Rayo Vallecano,52,5,4,60,5,6,-8,2,<5
2014-09-07,PrimD,Levante,6,7,Rayo Vallecano,36,4,2,66,5,7,-30,3,>=5
2014-09-01,PrimD,Villarreal,11,5,Rayo Vallecano,58,6,5,63,5,6,-5,,>=5
2014-05-01,PrimD,Villarreal,5,5,Rayo Vallecano,69,7,7,66,6,7,3,,>=5
2014-04-06,PrimD,Granada,7,5,Rayo Vallecano,60,6,6,67,6,7,-7,,>=5
2014-04-03,PrimD,Espanyol,2,5,Rayo Vallecano,38,4,1,70,6,7,-32,,<5
2014-03-09,PrimD,Real Madrid,4,6,Rayo Vallecano,66,7,6,69,6,7,-3,,<5
2014-03-02,PrimD,Valladolid,4,7,Rayo Vallecano,77,8,8,69,6,7,8,,<5
2014-03-01,PrimD,Real Sociedad,3,8,Rayo Vallecano,60,6,5,74,7,7,-14,,<5
2014-02-05,PrimD,Barcelona,12,5,Rayo Vallecano,67,7,7,68,7,7,-1,,>=5
2014-02-01,PrimD,Levante,6,6,Rayo Vallecano,44,4,1,72,7,7,-28,,>=5
2014-01-02,PrimD,Getafe,12,7,Rayo Vallecano,65,7,6,65,6,7,0,,>=5
2013-12-02,PrimD,Athletic Bilbao,8,7,Rayo Vallecano,70,7,7,66,6,7,4,,>=5
2013-12-01,PrimD,Real Betis,8,4,Rayo Vallecano,66,7,5,64,6,6,2,,>=5
2013-11-09,PrimD,Celta Vigo,8,4,Rayo Vallecano,58,6,6,58,5,6,0,,>=5
2013-10-01,PrimD,Osasuna,5,10,Rayo Vallecano,65,7,6,65,6,7,0,,>=5
2013-09-08,PrimD,Valencia,3,5,Rayo Vallecano,65,7,6,67,6,7,-2,,<5
2013-09-05,PrimD,Sevilla,4,2,Rayo Vallecano,60,6,6,71,7,7,-11,,<5
2013-08-05,PrimD,Atletico Madrid,8,3,Rayo Vallecano,60,6,6,67,6,7,-7,,>=5
2013-05-09,PrimD,Levante,6,3,Rayo Vallecano,60,6,7,73,6,7,-13,,>=5
2013-05-08,PrimD,Getafe,10,7,Rayo Vallecano,44,4,3,69,6,7,-25,,>=5
2013-04-09,PrimD,Mallorca,5,3,Rayo Vallecano,93,9,9,69,6,7,24,,>=5
2013-04-07,PrimD,Celta Vigo,9,4,Rayo Vallecano,56,6,3,65,5,7,-9,,>=5
2013-03-07,PrimD,Barcelona,6,10,Rayo Vallecano,71,7,7,64,4,6,7,,>=5
2013-02-07,PrimD,Real Madrid,2,8,Rayo Vallecano,86,9,7,71,5,7,15,,<5
2013-02-03,PrimD,Sevilla,12,4,Rayo Vallecano,76,8,7,62,4,6,14,,>=5
2013-01-09,PrimD,Granada,5,9,Rayo Vallecano,59,6,6,64,5,6,-5,,>=5
2013-01-01,PrimD,Athletic Bilbao,8,4,Rayo Vallecano,81,8,9,59,4,6,22,,>=5
2012-12-06,PrimD,Valencia,4,4,Rayo Vallecano,69,7,5,66,5,7,3,,<5
2012-11-09,PrimD,Real Sociedad,12,5,Rayo Vallecano,73,7,7,65,5,7,8,,>=5
2012-10-01,PrimD,Espanyol,6,2,Rayo Vallecano,62,6,6,60,4,6,2,,>=5
2012-09-06,PrimD,Atletico Madrid,5,5,Rayo Vallecano,66,7,8,60,4,6,6,,>=5
2012-09-01,PrimD,Valladolid,5,9,Rayo Vallecano,,,,62,5,6,,,>=5
2012-05-05,PrimD,Sevilla,5,4,Rayo Vallecano,68,7,8,62,5,6,6,,>=5
2012-05-02,PrimD,Mallorca,9,4,Rayo Vallecano,65,7,5,65,5,7,0,,>=5
2012-04-01,PrimD,Real Sociedad,3,5,Rayo Vallecano,60,6,4,68,6,7,-8,,<5
2012-04-01,PrimD,Valencia,7,7,Rayo Vallecano,67,7,4,68,6,7,-1,,>=5
2012-03-01,PrimD,Espanyol,3,6,Rayo Vallecano,57,6,5,74,7,7,-17,,<5
2012-02-09,PrimD,Levante,11,3,Rayo Vallecano,61,6,6,,,,,,>=5
2012-01-04,PrimD,Granada,11,3,Rayo Vallecano,,,,,,,,,>=5
2011-12-04,PrimD,Atletico Madrid,1,3,Rayo Vallecano,80,8,8,,,,,,<5
2011-11-09,PrimD,Barcelona,5,2,Rayo Vallecano,82,8,9,,,,,,>=5
2011-11-01,PrimD,Osasuna,7,4,Rayo Vallecano,61,6,6,,,,,,>=5
2011-10-09,PrimD,Villarreal,5,2,Rayo Vallecano,51,5,2,,,,,,>=5
2011-10-03,PrimD,Real Betis,12,7,Rayo Vallecano,,,,,,,,,>=5
2011-09-08,PrimD,Getafe,6,8,Rayo Vallecano,59,6,6,,,,,,>=5
2011-09-04,PrimD,Real Madrid,7,6,Rayo Vallecano,88,9,8,,,,,,>=5
2011-08-08,PrimD,Athletic Bilbao,9,4,Rayo Vallecano,74,7,7,,,,,,>=5
2019-10-09,PrimD,Getafe,2,3,Leganes,51,5,4,53,4,5,-2,,<5
2019-09-08,PrimD,Granada,8,3,Leganes,43,4,3,50,3,5,-7,,>=5
2019-09-02,PrimD,Valencia,6,6,Leganes,64,6,8,47,2,5,17,2,>=5
2019-08-01,PrimD,Real Betis,11,8,Leganes,54,5,6,41,1,4,13,1,>=5
2019-05-08,PrimD,SD Huesca,4,6,Leganes,48,5,4,47,2,5,1,,<5
2019-05-03,PrimD,Sevilla,3,4,Leganes,59,6,3,50,3,5,9,,<5
2019-04-07,PrimD,CD Alaves,3,3,Leganes,40,4,2,47,3,5,-7,,<5
2019-04-01,PrimD,Villarreal,7,4,Leganes,51,5,5,43,2,4,8,,>=5
2019-03-09,PrimD,Atletico Madrid,4,4,Leganes,57,6,4,49,3,5,8,,<5
2019-03-01,PrimD,Getafe,3,4,Leganes,45,5,3,51,3,5,-6,,<5
2019-02-06,PrimD,Real Sociedad,4,1,Leganes,60,6,6,54,4,5,6,,<5
