Match date,Tournament,Home team,Home team corners,Away team corners,Away team,Home team corners kicked,Home team corners average,Corners >5 home team,Away team corners concieved,Corners >5 concieved away team,Away team corners concieved average,Corners difference,Corners >5 against home team,label
2019-02-04,PrimD,Rayo Vallecano,5,6,Leganes,48,5,4,57,5,6,-9,,>=5
2019-01-04,PrimD,Espanyol,3,6,Leganes,54,5,4,60,6,6,-6,,<5
2019-01-01,PrimD,Barcelona,5,1,Leganes,66,7,5,60,6,6,6,,>=5
2018-12-04,PrimD,Celta Vigo,10,0,Leganes,46,5,3,53,5,5,-7,,>=5
2018-12-01,PrimD,Valladolid,6,6,Leganes,60,6,6,52,4,5,8,,>=5
2018-11-01,PrimD,Girona,0,6,Leganes,52,5,4,62,5,6,-10,,<5
2018-10-07,PrimD,Levante,3,2,Leganes,48,5,3,62,5,6,-14,,<5
2018-10-01,PrimD,Valencia,10,1,Leganes,56,6,5,57,4,6,-1,,>=5
2018-09-02,PrimD,Eibar,5,2,Leganes,67,7,7,56,4,6,11,,>=5
2018-09-01,PrimD,Real Betis,7,1,Leganes,44,4,4,54,3,5,-10,,>=5
2018-09-01,PrimD,Real Madrid,8,1,Leganes,76,8,6,47,2,5,29,,>=5
2018-08-01,PrimD,Athletic Bilbao,6,2,Leganes,52,5,4,45,1,5,7,,>=5
2018-05-02,PrimD,Real Sociedad,5,1,Leganes,58,6,6,46,2,5,12,,>=5
2018-04-08,PrimD,Real Madrid,3,2,Leganes,76,8,9,49,3,5,27,,<5
2018-04-07,PrimD,Barcelona,5,3,Leganes,62,6,6,47,3,5,15,,>=5
2018-04-07,PrimD,Villarreal,10,4,Leganes,56,6,6,41,2,4,15,,>=5
2018-03-01,PrimD,Athletic Bilbao,3,6,Leganes,54,5,6,43,2,4,11,,<5
2018-02-08,PrimD,Atletico Madrid,5,1,Leganes,57,6,4,42,2,4,15,,>=5
2018-02-06,PrimD,Girona,4,4,Leganes,,,,46,3,5,,,<5
2018-02-04,PrimD,Getafe,5,2,Leganes,54,5,4,44,3,4,10,,>=5
2018-01-05,PrimD,Real Betis,1,1,Leganes,49,5,5,52,4,5,-3,,<5
2018-01-01,PrimD,CD Alaves,4,6,Leganes,38,4,2,58,5,6,-20,,<5
2017-12-09,PrimD,Levante,6,5,Leganes,53,5,5,56,4,6,-3,,>=5
2017-12-09,PrimD,D Coruna,6,1,Leganes,56,6,3,53,3,5,3,,>=5
2017-11-04,PrimD,Celta Vigo,3,4,Leganes,42,4,1,57,4,6,-15,,<5
2017-11-04,PrimD,Valencia,4,7,Leganes,52,5,4,55,4,6,-3,,<5
2017-10-08,PrimD,Sevilla,5,6,Leganes,65,7,6,54,4,5,11,,>=5
2017-10-05,PrimD,Malaga,4,2,Leganes,48,5,5,54,4,5,-6,,<5
2017-09-05,PrimD,Eibar,8,1,Leganes,48,5,3,53,4,5,-5,,>=5
2017-09-04,PrimD,Las Palmas,3,2,Leganes,45,5,4,53,4,5,-8,,<5
2017-08-07,PrimD,Espanyol,9,1,Leganes,51,5,3,48,3,5,3,,>=5
2017-05-04,PrimD,Athletic Bilbao,10,1,Leganes,66,7,4,42,2,4,24,,>=5
2017-04-09,PrimD,Osasuna,4,8,Leganes,47,5,5,44,3,4,3,,<5
2017-04-02,PrimD,Villarreal,3,8,Leganes,66,7,6,44,3,4,22,,<5
2017-04-01,PrimD,Real Sociedad,7,0,Leganes,61,6,7,39,2,4,22,,>=5
2017-04-01,PrimD,Eibar,2,11,Leganes,60,6,6,42,2,4,18,,<5
2017-03-01,PrimD,Sevilla,4,1,Leganes,58,6,5,44,3,4,14,,<5
2017-02-09,PrimD,Barcelona,4,4,Leganes,83,8,7,47,4,5,36,,<5
2017-02-08,PrimD,Valencia,7,3,Leganes,57,6,5,43,3,4,14,,>=5
2017-02-04,PrimD,Atletico Madrid,3,6,Leganes,86,9,8,48,4,5,38,,<5
2017-01-08,PrimD,Real Betis,4,2,Leganes,59,6,5,,,,,,<5
2017-01-01,PrimD,CD Alaves,4,3,Leganes,,,,,,,,,<5
2016-12-01,PrimD,Las Palmas,6,4,Leganes,55,6,6,,,,,,>=5
2016-11-06,PrimD,Espanyol,3,4,Leganes,41,4,2,,,,,,<5
2016-11-06,PrimD,Real Madrid,2,2,Leganes,80,8,8,,,,,,<5
2016-10-03,PrimD,Malaga,5,8,Leganes,68,7,6,,,,,,>=5
2016-10-01,PrimD,Granada,6,4,Leganes,48,5,4,,,,,,>=5
2016-09-02,PrimD,D Coruna,7,1,Leganes,62,6,7,,,,,,>=5
2016-09-01,PrimD,Sporting Gijon,3,5,Leganes,39,4,2,,,,,,<5
2016-08-02,PrimD,Celta Vigo,8,4,Leganes,71,7,6,,,,,,>=5
2019-10-04,PrimD,Real Betis,4,9,Eibar,61,6,5,47,4,5,14,1,<5
2019-09-01,PrimD,Levante,6,7,Eibar,67,7,8,47,4,5,20,1,>=5
2019-09-01,PrimD,Atletico Madrid,1,1,Eibar,40,4,2,56,5,6,-16,2,<5
2019-08-07,PrimD,Mallorca,9,3,Eibar,87,9,8,56,5,6,31,,>=5
2019-08-04,PrimD,Osasuna,6,6,Eibar,53,5,6,54,4,5,-1,,>=5
2019-05-02,PrimD,Villarreal,5,3,Eibar,47,5,5,51,4,5,-4,3,>=5
2019-04-08,PrimD,Valencia,7,6,Eibar,72,7,9,48,3,5,24,2,>=5
2019-04-06,PrimD,Real Madrid,5,4,Eibar,66,7,7,47,3,5,19,2,>=5
2019-04-04,PrimD,Real Sociedad,0,3,Eibar,65,7,6,48,3,5,17,0,<5
2019-04-03,PrimD,SD Huesca,5,3,Eibar,66,7,6,45,3,5,21,,>=5
2019-03-09,PrimD,CD Alaves,3,5,Eibar,48,5,3,46,3,5,2,,<5
2019-03-01,PrimD,Levante,6,7,Eibar,63,6,6,44,2,4,19,1,>=5
2019-02-03,PrimD,Athletic Bilbao,10,2,Eibar,58,6,6,48,2,5,10,1,>=5
2019-02-01,PrimD,Sevilla,9,7,Eibar,56,6,4,44,1,4,12,2,>=5
2019-01-06,PrimD,Leganes,4,5,Eibar,50,5,4,46,2,5,4,,<5
2019-01-03,PrimD,Barcelona,2,3,Eibar,67,7,5,46,2,5,21,3,<5
2018-12-02,PrimD,Real Betis,4,11,Eibar,59,6,6,50,3,5,9,2,<5
2018-11-01,PrimD,Valladolid,4,4,Eibar,60,6,6,49,3,5,11,,<5
2018-11-01,PrimD,Rayo Vallecano,1,4,Eibar,60,6,5,55,4,6,5,,<5
2018-10-07,PrimD,Celta Vigo,2,8,Eibar,46,5,3,57,4,6,-11,1,<5
2018-10-06,PrimD,Girona,4,9,Eibar,54,5,5,55,4,6,-1,,<5
2018-09-05,PrimD,Espanyol,4,3,Eibar,41,4,4,54,4,5,-13,1,<5
2018-09-05,PrimD,Atletico Madrid,14,3,Eibar,66,7,7,41,3,4,25,1,>=5
2018-08-04,PrimD,Getafe,5,5,Eibar,56,6,4,39,3,4,17,2,>=5
2018-05-05,PrimD,Girona,6,5,Eibar,49,5,5,37,2,4,12,,>=5
2018-05-01,PrimD,Atletico Madrid,2,2,Eibar,61,6,5,44,3,4,17,1,<5
2018-04-09,PrimD,Valencia,8,2,Eibar,75,8,7,39,2,4,36,2,>=5
2018-04-08,PrimD,Espanyol,3,6,Eibar,45,5,5,38,2,4,7,2,<5
2018-04-07,PrimD,Real Betis,7,8,Eibar,38,4,3,36,1,4,2,,>=5
2018-03-06,PrimD,Levante,4,5,Eibar,44,4,4,38,2,4,6,,<5
2018-03-03,PrimD,D Coruna,2,9,Eibar,55,6,4,43,3,4,12,1,<5
2018-02-04,PrimD,Celta Vigo,3,9,Eibar,48,5,3,46,4,5,2,2,<5
2018-02-01,PrimD,Leganes,1,10,Eibar,41,4,3,48,4,5,-7,,<5
2018-01-06,PrimD,Athletic Bilbao,3,7,Eibar,70,7,9,51,5,5,19,2,<5
2018-01-06,PrimD,Las Palmas,4,3,Eibar,59,6,5,57,6,6,2,,<5
2017-12-09,PrimD,Getafe,9,7,Eibar,53,5,4,48,5,5,5,,>=5
2017-11-05,PrimD,Real Sociedad,3,6,Eibar,85,9,9,48,5,5,37,1,<5
2017-11-05,PrimD,CD Alaves,2,5,Eibar,36,4,1,50,5,5,-14,,<5
2017-10-02,PrimD,Real Madrid,5,2,Eibar,78,8,7,56,6,6,22,3,>=5
2017-10-01,PrimD,Villarreal,6,3,Eibar,57,6,3,56,6,6,1,3,>=5
2017-09-09,PrimD,Barcelona,7,7,Eibar,75,8,7,52,5,5,23,3,>=5
2017-09-09,PrimD,Sevilla,6,5,Eibar,65,7,6,51,4,5,14,2,>=5
2017-08-01,PrimD,Malaga,3,7,Eibar,63,6,6,50,4,5,13,2,<5
2017-05-06,PrimD,Atletico Madrid,6,5,Eibar,47,5,4,46,3,5,1,,>=5
2017-05-01,PrimD,Barcelona,10,4,Eibar,66,7,5,39,2,4,27,,>=5
2017-04-09,PrimD,Celta Vigo,0,3,Eibar,34,3,1,41,2,4,-7,,<5
2017-04-07,PrimD,CD Alaves,3,1,Eibar,42,4,2,45,3,5,-3,,<5
2017-04-06,PrimD,Real Betis,4,6,Eibar,54,5,3,48,4,5,6,,<5
2017-04-01,PrimD,Villarreal,11,5,Eibar,58,6,5,44,4,4,14,,>=5
2017-03-03,PrimD,Osasuna,6,6,Eibar,44,4,4,45,4,5,-1,,>=5
2017-02-08,PrimD,Real Sociedad,3,5,Eibar,62,6,6,48,5,5,14,,<5
2017-02-08,PrimD,Sevilla,5,2,Eibar,61,6,6,44,5,4,17,,>=5
2017-02-04,PrimD,Valencia,2,6,Eibar,59,6,5,45,5,5,14,,<5
2017-01-05,PrimD,Sporting Gijon,2,4,Eibar,38,4,1,49,6,5,-11,,<5
2016-12-08,PrimD,Leganes,3,6,Eibar,,,,47,6,5,,,<5
2016-12-04,PrimD,Athletic Bilbao,2,2,Eibar,72,7,8,51,7,5,21,,<5
2016-11-05,PrimD,Las Palmas,7,4,Eibar,48,5,5,47,6,5,1,,>=5
2016-10-02,PrimD,Espanyol,7,6,Eibar,39,4,1,48,6,5,-9,,>=5
2016-10-02,PrimD,Real Madrid,7,5,Eibar,77,8,7,53,6,5,24,,>=5
2016-09-01,PrimD,Malaga,7,5,Eibar,63,6,4,51,5,5,12,,>=5
2016-09-01,PrimD,Granada,6,7,Eibar,45,5,3,51,5,5,-6,,>=5
2016-08-09,PrimD,D Coruna,1,8,Eibar,69,7,8,57,6,6,12,,<5
2016-05-05,PrimD,Espanyol,3,4,Eibar,48,5,4,60,7,6,-12,,<5
2016-04-09,PrimD,Real Madrid,6,7,Eibar,61,6,4,63,7,6,-2,,>=5
2016-04-09,PrimD,Sporting Gijon,1,5,Eibar,49,5,4,66,7,7,-17,,<5
2016-04-01,PrimD,Valencia,6,3,Eibar,49,5,5,72,7,7,-23,,>=5
2016-03-08,PrimD,Getafe,3,3,Eibar,62,6,5,75,8,8,-13,,<5
2016-03-02,PrimD,Rayo Vallecano,8,0,Eibar,56,6,6,70,7,7,-14,,>=5
2016-03-02,PrimD,Sevilla,12,6,Eibar,69,7,6,62,6,6,7,,>=5
2016-02-06,PrimD,Atletico Madrid,5,2,Eibar,66,7,6,64,7,6,2,,>=5
2016-02-01,PrimD,Celta Vigo,6,1,Eibar,61,6,4,64,7,6,-3,,>=5
2016-01-04,PrimD,Athletic Bilbao,7,2,Eibar,67,7,6,63,7,6,4,,>=5
2016-01-03,PrimD,Real Betis,6,2,Eibar,57,6,6,65,7,7,-8,,>=5
2015-12-09,PrimD,D Coruna,9,8,Eibar,48,5,3,61,6,6,-13,,>=5
2015-12-06,PrimD,Real Sociedad,4,3,Eibar,60,6,6,64,7,6,-4,,<5
2015-11-02,PrimD,Villarreal,12,6,Eibar,60,6,6,58,7,6,2,,>=5
2015-10-05,PrimD,Barcelona,6,2,Eibar,72,7,5,59,7,6,13,,>=5
2015-10-03,PrimD,Las Palmas,3,1,Eibar,,,,61,7,6,,,<5
2015-09-03,PrimD,Levante,4,7,Eibar,48,5,3,65,8,7,-17,,<5
2015-09-03,PrimD,Malaga,7,3,Eibar,66,7,7,60,7,6,6,,>=5
2015-08-04,PrimD,Granada,6,5,Eibar,60,6,5,63,7,6,-3,,>=5
2015-05-07,PrimD,Getafe,6,4,Eibar,61,6,6,63,7,6,-2,,>=5
2015-05-03,PrimD,Valencia,8,5,Eibar,49,5,4,66,7,7,-17,,>=5
2015-04-06,PrimD,Almeria,5,7,Eibar,44,4,3,76,8,8,-32,,>=5
2015-04-01,PrimD,Real Madrid,7,4,Eibar,70,7,7,74,7,7,-4,,>=5
2015-03-06,PrimD,Levante,6,7,Eibar,39,4,2,79,7,8,-40,,>=5
2015-03-01,PrimD,Granada,7,5,Eibar,57,6,4,84,7,8,-27,,>=5
2015-02-06,PrimD,D Coruna,5,3,Eibar,49,5,4,89,8,9,-40,,>=5
2015-02-02,PrimD,Villarreal,8,3,Eibar,74,7,8,87,8,9,-13,,>=5
2015-01-06,PrimD,Cordoba,2,3,Eibar,,,,90,8,9,,,<5
2015-01-04,PrimD,Real Sociedad,9,5,Eibar,68,7,7,,,,,,>=5
2015-01-04,PrimD,Espanyol,6,3,Eibar,55,6,5,,,,,,>=5
2014-12-04,PrimD,Sevilla,11,2,Eibar,66,7,8,,,,,,>=5
2014-11-09,PrimD,Celta Vigo,15,1,Eibar,72,7,6,,,,,,>=5
2014-11-08,PrimD,Malaga,5,3,Eibar,71,7,6,,,,,,>=5
2014-11-03,PrimD,Rayo Vallecano,11,2,Eibar,39,4,3,,,,,,>=5
2014-10-08,PrimD,Barcelona,12,3,Eibar,64,6,4,,,,,,>=5
2014-09-09,PrimD,Elche,10,7,Eibar,54,5,7,,,,,,>=5
2014-09-07,PrimD,Athletic Bilbao,6,2,Eibar,57,6,6,,,,,,>=5
2014-08-01,PrimD,Atletico Madrid,5,6,Eibar,78,8,9,,,,,,>=5
2019-05-02,PrimD,Real Betis,9,2,SD Huesca,47,5,5,63,4,6,-16,,>=5
2019-04-08,PrimD,Villarreal,0,1,SD Huesca,53,5,6,67,4,7,-14,,<5
2019-04-07,PrimD,Levante,9,1,SD Huesca,67,7,6,64,4,6,3,,>=5
2019-03-09,PrimD,Getafe,13,1,SD Huesca,47,5,3,55,3,6,-8,,>=5
2019-03-01,PrimD,Real Madrid,4,6,SD Huesca,76,8,8,60,4,6,16,,<5
2019-02-02,PrimD,Espanyol,7,4,SD Huesca,50,5,4,60,4,6,-10,,>=5
2019-01-07,PrimD,Real Sociedad,5,2,SD Huesca,65,7,7,58,4,6,7,,>=5
2019-01-02,PrimD,Leganes,4,4,SD Huesca,52,5,5,,,,,,<5
2018-12-03,PrimD,Valencia,12,5,SD Huesca,64,6,6,,,,,,>=5
2018-12-01,PrimD,Celta Vigo,4,4,SD Huesca,48,5,4,,,,,,<5
2018-11-01,PrimD,CD Alaves,5,4,SD Huesca,35,4,2,,,,,,>=5
2018-10-08,PrimD,Sevilla,4,2,SD Huesca,63,6,6,,,,,,<5
2018-10-07,PrimD,Valladolid,6,2,SD Huesca,58,6,5,,,,,,>=5
2018-09-05,PrimD,Atletico Madrid,4,3,SD Huesca,71,7,7,,,,,,<5
2018-09-02,PrimD,Barcelona,9,4,SD Huesca,63,6,6,,,,,,>=5
2018-08-09,PrimD,Eibar,7,0,SD Huesca,69,7,7,,,,,,>=5
2018-08-07,PrimD,Athletic Bilbao,3,2,SD Huesca,54,5,5,,,,,,<5
2019-10-06,PrimD,Mallorca,2,4,Espanyol,70,7,7,63,7,6,7,2,<5
2019-09-06,PrimD,Celta Vigo,6,4,Espanyol,55,6,4,60,6,6,-5,2,>=5
2019-09-05,PrimD,Eibar,7,2,Espanyol,65,7,5,60,6,6,5,2,>=5
2019-08-05,PrimD,CD Alaves,3,5,Espanyol,53,5,4,63,7,6,-10,0,<5
2019-05-02,PrimD,Leganes,6,7,Espanyol,34,3,1,62,6,6,-28,,>=5
2019-04-09,PrimD,Real Betis,6,5,Espanyol,45,5,4,63,6,6,-18,1,>=5
2019-04-06,PrimD,Girona,1,4,Espanyol,40,4,3,68,7,7,-28,,<5
2019-04-01,PrimD,Levante,12,7,Espanyol,61,6,6,61,6,6,0,0,>=5
2019-03-08,PrimD,Athletic Bilbao,7,0,Espanyol,62,6,6,60,6,6,2,1,>=5
2019-03-01,PrimD,Barcelona,5,2,Espanyol,57,6,3,60,6,6,-3,2,>=5
2019-02-07,PrimD,Valencia,10,2,Espanyol,71,7,8,50,5,5,21,2,>=5
2019-02-03,PrimD,Villarreal,3,2,Espanyol,56,6,6,55,6,6,1,0,<5
2019-01-04,PrimD,Real Sociedad,7,3,Espanyol,64,6,7,56,6,6,8,3,>=5
2019-01-01,PrimD,Eibar,6,2,Espanyol,66,7,5,56,6,6,10,2,>=5
2018-12-02,PrimD,Atletico Madrid,5,9,Espanyol,72,7,7,58,7,6,14,3,>=5
2018-12-01,PrimD,Getafe,7,4,Espanyol,53,5,4,55,6,6,-2,0,>=5
2018-11-01,PrimD,Sevilla,6,3,Espanyol,62,6,6,53,5,5,9,2,>=5
2018-10-06,PrimD,Valladolid,5,2,Espanyol,58,6,5,58,6,6,0,,>=5
2018-10-01,PrimD,SD Huesca,6,4,Espanyol,,,,55,5,6,,,>=5
2018-09-08,PrimD,Rayo Vallecano,5,3,Espanyol,57,6,5,52,5,5,5,2,>=5
2018-09-02,PrimD,CD Alaves,0,12,Espanyol,39,4,2,56,5,6,-17,,<5
2018-09-02,PrimD,Real Madrid,8,3,Espanyol,73,7,6,57,5,6,16,2,>=5
2018-08-08,PrimD,Celta Vigo,8,7,Espanyol,55,6,4,50,4,5,5,1,>=5
2018-05-06,PrimD,Atletico Madrid,6,3,Espanyol,61,6,5,50,4,5,11,3,>=5
2018-05-01,PrimD,Athletic Bilbao,7,7,Espanyol,50,5,4,52,4,5,-2,0,>=5
2018-04-08,PrimD,Valencia,4,3,Espanyol,71,7,6,50,4,5,21,3,<5
2018-04-05,PrimD,Getafe,4,3,Espanyol,56,6,3,49,4,5,7,1,<5
2018-04-02,PrimD,Girona,10,0,Espanyol,45,5,4,49,4,5,-4,,>=5
2018-03-07,PrimD,Real Betis,3,5,Espanyol,40,4,3,56,5,6,-16,2,<5
2018-03-04,PrimD,Levante,2,1,Espanyol,50,5,5,62,6,6,-12,0,<5
2018-02-03,PrimD,D Coruna,4,2,Espanyol,56,6,4,63,6,6,-7,2,<5
2018-02-01,PrimD,Celta Vigo,9,1,Espanyol,44,4,2,61,6,6,-17,0,>=5
2018-01-08,PrimD,Leganes,1,7,Espanyol,44,4,3,63,6,6,-19,,<5
2018-01-08,PrimD,Malaga,6,5,Espanyol,41,4,3,69,6,7,-28,2,>=5
2017-12-07,PrimD,Las Palmas,9,2,Espanyol,52,5,4,65,5,7,-13,,>=5
2017-12-03,PrimD,Eibar,2,3,Espanyol,59,6,4,71,6,7,-12,2,<5
2017-11-04,PrimD,CD Alaves,3,8,Espanyol,38,4,1,73,6,7,-35,,<5
2017-10-03,PrimD,Real Sociedad,10,1,Espanyol,83,8,9,69,6,7,14,3,>=5
2017-10-01,PrimD,Real Madrid,10,3,Espanyol,75,8,7,60,5,6,15,2,>=5
2017-09-09,PrimD,Barcelona,8,7,Espanyol,71,7,6,53,4,5,18,1,>=5
2017-09-01,PrimD,Villarreal,5,5,Espanyol,57,6,4,61,5,6,-4,0,>=5
2017-08-09,PrimD,Sevilla,7,3,Espanyol,60,6,5,71,5,7,-11,1,>=5
2017-05-09,PrimD,Granada,3,3,Espanyol,43,4,3,74,6,7,-31,1,<5
2017-05-07,PrimD,D Coruna,12,4,Espanyol,63,6,6,67,5,7,-4,2,>=5
2017-04-06,PrimD,Leganes,5,1,Espanyol,46,5,4,71,6,7,-25,,>=5
2017-04-05,PrimD,Sporting Gijon,8,2,Espanyol,59,6,5,65,5,7,-6,1,>=5
2017-04-04,PrimD,Athletic Bilbao,5,1,Espanyol,61,6,4,68,6,7,-7,0,>=5
2017-03-08,PrimD,Eibar,6,2,Espanyol,59,6,5,70,6,7,-11,,>=5
2017-03-04,PrimD,Villarreal,1,1,Espanyol,59,6,5,80,7,8,-21,0,<5
2017-03-01,PrimD,Celta Vigo,1,2,Espanyol,47,5,3,86,8,9,-39,1,<5
2017-02-08,PrimD,Real Madrid,13,2,Espanyol,67,7,6,81,8,8,-14,2,>=5
2017-02-04,PrimD,Malaga,17,2,Espanyol,72,7,7,72,8,7,0,1,>=5
2017-01-05,PrimD,Valencia,6,3,Espanyol,69,7,6,70,7,7,-1,3,>=5
2016-12-08,PrimD,Barcelona,5,2,Espanyol,87,9,9,70,7,7,17,2,>=5
2016-12-03,PrimD,Atletico Madrid,9,2,Espanyol,80,8,6,66,6,7,14,3,>=5
2016-11-01,PrimD,CD Alaves,2,5,Espanyol,,,,66,6,7,,,<5
2016-10-04,PrimD,Las Palmas,8,4,Espanyol,43,4,4,63,5,6,-20,,>=5
2016-10-01,PrimD,Real Betis,8,3,Espanyol,60,6,6,64,5,6,-4,2,>=5
2016-09-09,PrimD,Real Sociedad,11,1,Espanyol,68,7,6,56,4,6,12,3,>=5
2016-09-02,PrimD,Osasuna,7,1,Espanyol,66,7,5,57,4,6,9,0,>=5
2016-08-01,PrimD,Sevilla,8,2,Espanyol,75,8,8,52,3,5,23,1,>=5
2016-05-08,PrimD,Barcelona,8,0,Espanyol,56,6,7,48,2,5,8,2,>=5
2016-04-05,PrimD,Levante,4,6,Espanyol,42,4,3,49,2,5,-7,1,<5
2016-04-03,PrimD,Malaga,5,1,Espanyol,49,5,4,48,2,5,1,1,>=5
2016-04-02,PrimD,Las Palmas,5,5,Espanyol,41,4,4,49,3,5,-8,,>=5
2016-03-04,PrimD,Granada,2,8,Espanyol,42,4,3,51,3,5,-9,2,<5
2016-02-07,PrimD,Sporting Gijon,5,2,Espanyol,56,6,5,52,4,5,4,,>=5
2016-02-03,PrimD,Valencia,9,9,Espanyol,52,5,5,50,4,5,2,2,>=5
2016-01-07,PrimD,Getafe,3,7,Espanyol,54,5,4,54,5,5,0,1,<5
2016-01-01,PrimD,Eibar,8,2,Espanyol,46,5,3,48,4,5,-2,,>=5
2016-01-01,PrimD,Real Madrid,3,1,Espanyol,91,9,8,49,4,5,42,3,<5
2015-12-02,PrimD,Celta Vigo,4,9,Espanyol,59,6,3,48,4,5,11,2,<5
2015-12-01,PrimD,Sevilla,5,6,Espanyol,72,7,6,47,4,5,25,2,>=5
2015-11-08,PrimD,Athletic Bilbao,4,5,Espanyol,68,7,7,48,4,5,20,1,<5
2015-11-08,PrimD,Atletico Madrid,6,2,Espanyol,58,6,5,50,4,5,8,3,>=5
2015-10-07,PrimD,Real Betis,4,3,Espanyol,53,5,6,52,5,5,1,2,<5
2015-10-03,PrimD,Rayo Vallecano,6,5,Espanyol,56,6,4,48,4,5,8,2,>=5
2015-09-09,PrimD,Real Sociedad,7,6,Espanyol,51,5,4,51,4,5,0,3,>=5
2015-09-07,PrimD,D Coruna,7,5,Espanyol,48,5,2,48,3,5,0,1,>=5
2015-08-08,PrimD,Villarreal,2,3,Espanyol,67,7,6,48,3,5,19,0,<5
2015-05-08,PrimD,Eibar,4,2,Espanyol,40,4,2,51,4,5,-11,,<5
2015-05-03,PrimD,Celta Vigo,3,2,Espanyol,61,6,5,53,4,5,8,,<5
2015-04-09,PrimD,Villarreal,4,1,Espanyol,72,7,7,53,4,5,19,0,<5
2015-04-07,PrimD,Levante,5,2,Espanyol,39,4,2,52,4,5,-13,2,>=5
2015-04-01,PrimD,Granada,8,1,Espanyol,60,6,5,49,3,5,11,2,>=5
2015-03-08,PrimD,Real Sociedad,6,3,Espanyol,52,5,5,55,3,6,-3,3,>=5
2015-03-02,PrimD,D Coruna,2,2,Espanyol,47,5,3,56,3,6,-9,,<5
2015-02-04,PrimD,Malaga,10,3,Espanyol,61,6,2,53,3,5,8,1,>=5
2015-02-01,PrimD,Sevilla,4,1,Espanyol,62,6,6,60,4,6,2,3,<5
2015-02-01,PrimD,Getafe,2,5,Espanyol,52,5,6,66,5,7,-14,2,<5
2015-01-01,PrimD,Real Madrid,7,2,Espanyol,68,7,7,63,4,6,5,3,>=5
2014-12-07,PrimD,Barcelona,5,2,Espanyol,68,7,5,70,5,7,-2,2,>=5
2014-12-01,PrimD,Rayo Vallecano,4,5,Espanyol,48,5,4,73,6,7,-25,3,<5
2014-11-02,PrimD,Elche,4,10,Espanyol,55,6,7,72,6,7,-17,,<5
2014-11-01,PrimD,Athletic Bilbao,5,3,Espanyol,61,6,7,74,7,7,-13,2,>=5
2014-10-09,PrimD,Atletico Madrid,12,1,Espanyol,73,7,7,72,7,7,1,3,>=5
2014-09-08,PrimD,Cordoba,3,5,Espanyol,,,,74,7,7,,,<5
2014-09-04,PrimD,Valencia,7,8,Espanyol,81,8,9,75,7,8,6,2,>=5
2014-08-03,PrimD,Almeria,11,7,Espanyol,62,6,7,73,7,7,-11,,>=5
2014-05-07,PrimD,Real Madrid,8,7,Espanyol,74,7,7,66,6,7,8,3,>=5
2014-05-03,PrimD,Valladolid,4,8,Espanyol,66,7,6,67,6,7,-1,,<5
2014-04-09,PrimD,Real Sociedad,12,2,Espanyol,54,5,5,62,6,6,-8,3,>=5
2014-04-06,PrimD,Sevilla,7,3,Espanyol,67,7,7,64,6,6,3,3,>=5
2014-03-05,PrimD,Malaga,3,8,Espanyol,52,5,4,64,6,6,-12,2,<5
2014-03-05,PrimD,Atletico Madrid,7,2,Espanyol,70,7,9,61,5,6,9,3,>=5
2014-03-01,PrimD,Getafe,10,11,Espanyol,66,7,6,54,4,5,12,1,>=5
2014-02-06,PrimD,Athletic Bilbao,5,6,Espanyol,77,8,8,53,4,5,24,2,>=5
2014-02-02,PrimD,Real Betis,8,5,Espanyol,63,6,6,52,4,5,11,,>=5
2014-01-05,PrimD,Valencia,9,4,Espanyol,61,6,6,49,4,5,12,2,>=5
2014-01-05,PrimD,Osasuna,1,10,Espanyol,61,6,4,55,5,6,6,1,<5
2013-12-05,PrimD,Almeria,5,5,Espanyol,45,5,4,57,6,6,-12,,>=5
2013-11-04,PrimD,Rayo Vallecano,7,3,Espanyol,78,8,10,55,5,6,23,,>=5
2013-11-01,PrimD,Barcelona,9,2,Espanyol,76,8,8,47,4,5,29,2,>=5
2013-10-06,PrimD,Levante,3,11,Espanyol,56,6,6,51,5,5,5,2,<5
2013-10-05,PrimD,Elche,4,5,Espanyol,,,,51,5,5,,,<5
2013-09-06,PrimD,Villarreal,3,5,Espanyol,53,5,4,54,6,5,-1,,<5
2013-09-05,PrimD,Granada,4,4,Espanyol,67,7,4,62,7,6,5,,<5
2013-08-09,PrimD,Celta Vigo,7,2,Espanyol,66,7,6,62,7,6,4,,>=5
2013-06-01,PrimD,Celta Vigo,6,6,Espanyol,63,6,4,61,6,6,2,,>=5
2013-05-09,PrimD,D Coruna,7,6,Espanyol,69,7,5,65,6,7,4,,>=5
2013-05-05,PrimD,Sevilla,7,1,Espanyol,68,7,7,68,6,7,0,,>=5
2013-04-07,PrimD,Osasuna,5,6,Espanyol,83,8,10,68,6,7,15,,>=5
2013-04-01,PrimD,Getafe,1,6,Espanyol,56,6,3,78,7,8,-22,,<5
2013-03-09,PrimD,Rayo Vallecano,7,7,Espanyol,65,7,6,79,7,8,-14,,>=5
2013-03-07,PrimD,Malaga,4,4,Espanyol,54,5,5,81,8,8,-27,,<5
2013-02-04,PrimD,Atletico Madrid,6,3,Espanyol,70,7,7,82,8,8,-12,,>=5
2013-02-01,PrimD,Athletic Bilbao,12,3,Espanyol,80,8,9,77,8,8,3,,>=5
2013-01-06,PrimD,Barcelona,7,1,Espanyol,65,7,5,75,7,8,-10,,>=5
2013-01-06,PrimD,Real Zaragoza,5,5,Espanyol,43,4,4,77,8,8,-34,,>=5
